item_id,sku,title,start_time,end_time,price,watch_count,fetched_at
227090947103,S-158,LOUIS VUITTON Near Mint Mahina Portefeuille Sarah Long Wallet Black Leather,2025-11-20T08:41:27.000Z,,449.39,0,2026-04-20 13:31:22
227090957096,S-166,Louis Vuitton Portefeuille Celeste Monogram Trifold Wallet Excellent Condition,2025-11-20T08:47:22.000Z,,431.39,0,2026-04-20 13:31:22
227090959975,S-202,Louis Vuitton Monogram Empreinte Portefeuille Claire Wallet Excellent Condition,2025-11-20T08:49:20.000Z,,547.71,0,2026-04-20 13:31:22
227090959976,S-205,Louis Vuitton Monogram Shadow Zippy Wallet Vertical Excellent Condition,2025-11-20T08:49:20.000Z,,228.1,0,2026-04-20 13:31:22
227090959977,S-206,Louis Vuitton Monogram Portemonnaie Rosalie Wallet Near Mint Condition,2025-11-20T08:49:20.000Z,,332.04,1,2026-04-20 13:31:22
227090959978,S-217,Louis Vuitton Monogram Zippy Wallet Retiro Long Wallet Excellent Condition,2025-11-20T08:49:20.000Z,,375.97,4,2026-04-20 13:31:22
227090959979,S-222,Louis Vuitton Monogram Portefeuille Zoe Turtledove Wallet Excellent Condition,2025-11-20T08:49:20.000Z,,302.56,1,2026-04-20 13:31:22
227090962801,S-231,Louis Vuitton Monogram Retiro Zippy Wallet Long Wallet Very Good Condition,2025-11-20T08:52:08.000Z,,335.6,0,2026-04-20 13:31:22
227090962805,S-263,Louis Vuitton Monogram Empreinte Portefeuille Clea Bifold Wallet Navy Blue Mint,2025-11-20T08:52:08.000Z,,596.22,0,2026-04-20 13:31:22
227090962810,S-278,Louis Vuitton Taiga Zippy Vertical Long Wallet Unisex - Excellent Condition,2025-11-20T08:52:08.000Z,,174.08,0,2026-04-20 13:31:22
227090962812,S-241,Louis Vuitton Taurillon Portefeuille My Lockme Long Wallet Black Excellent,2025-11-20T08:52:08.000Z,,449.39,0,2026-04-20 13:31:22
227090962818,S-289,"Louis Vuitton Monogram Ampriente Vertical Long Wallet  Women's Purse, Pre-owned",2025-11-20T08:52:08.000Z,,400.44,0,2026-04-20 13:31:22
227090962822,S-327,"Louis Vuitton Monogram Multicles 6 Key Case Brown, Women's Pre-owned Excellent",2025-11-20T08:52:08.000Z,,101.33,0,2026-04-20 13:31:22
227090962823,S-328,"Louis Vuitton Monogram Multicles 6 Key Case Brown, Women's Pre-owned Excellent",2025-11-20T08:52:08.000Z,,108.23,0,2026-04-20 13:31:22
227090962827,S-225,Louis Vuitton Monogram Empreinte Portefeuille Claire Wallet Very Good Condition,2025-11-20T08:52:08.000Z,,513.68,0,2026-04-20 13:31:22
227090993039,M-231,Hermes Carre H 65 GRRRRR! Scarf Cashmere Silk Alice Shirley 2025 SS Unused,2025-11-20T09:03:07.000Z,,834.26,4,2026-04-20 13:31:22
227090993046,M-242,HERMES Carre 80 Board a Board Cotton Scarf White Blue Multicolor 2025 SS,2025-11-20T09:03:08.000Z,,756.4,0,2026-04-20 13:31:22
227265028578,m28395107581,Beautiful HERMES Carre 90 Volt Epurette Silk Scarf,2026-03-20T08:48:29.000Z,,982.08,0,2026-04-20 13:31:22
227265031165,m39965896500,Celine Fragment Case Logo Wallet Coin Card Business Card Holder,2026-03-20T08:54:49.000Z,,525.0,0,2026-04-20 13:31:22
227091102681,M-245,LOUIS VUITTON Damier Portemonnaie Billets Cartes Credit Wallet Brown SP0957,2025-11-20T10:08:00.000Z,,367.07,0,2026-04-20 13:31:22
227091102682,M-243,LOUIS VUITTON Monogram Zippy Wallet Long Purse M42616 GI1127 Authentic Women’s,2025-11-20T10:08:00.000Z,,310.12,0,2026-04-20 13:31:22
227091102685,M-239,LOUIS VUITTON Monogram Empreinte Secret Long Wallet Navy Leather Purse M93435,2025-11-20T10:08:00.000Z,,389.1,0,2026-04-20 13:31:22
227091102687,M-241,LOUIS VUITTON Mahina Zippy Wallet Long Purse White Leather M69821 A Rank,2025-11-20T10:08:00.000Z,,384.87,0,2026-04-20 13:31:22
227091102689,M-225,LOUIS VUITTON Monogram Vernis Zippy Coin Purse Wallet M93608 with Box & Dustbag,2025-11-20T10:08:00.000Z,,537.26,1,2026-04-20 13:31:22
227091102691,M-223,LOUIS VUITTON Clemence Wallet Monogram Empreinte Navy Red M63920 Long Purse,2025-11-20T10:08:00.000Z,,328.14,7,2026-04-20 13:31:22
227265251228,2JMTMDMLkzBYPfTAReBfuQ,CHANEL 22P 2022 Spring/Summer Twilly Scarf Hairband Coco Mark Icon Black Silk,2026-03-20T12:06:27.000Z,,579.99,0,2026-04-20 13:31:22
227103438272,5-009,"Meta Mate Tie Clip & Cufflinks Set – Silver & Blue, Elegant Design, With Box",2025-11-26T03:47:28.000Z,,52.44,1,2026-04-20 13:31:22
227103445537,6-007,"Swarovski Circle Pendant – Luxury Sparkling Stone, Elegant Design, Brand New",2025-11-26T03:56:13.000Z,,74.82,0,2026-04-20 13:31:22
227103457051,6-015,"0.1ct Diamond Stud Earrings – Simple & Elegant, Brand New, Pair",2025-11-26T04:07:40.000Z,,140.28,0,2026-04-20 13:31:22
227103463633,6-016,"0.2ct Diamond Stud Earrings – Elegant & Minimalist, Pair",2025-11-26T04:18:55.000Z,,175.36,0,2026-04-20 13:31:22
227103479267,7-001,"Christian Dior Canvas Makeup Pouch – Beige, Large Size, Travel Cosmetic Bag",2025-11-26T04:47:52.000Z,,83.39,1,2026-04-20 13:31:22
227103497657,8-011,"18K Gold Rose Quartz Drop Earrings – Natural Gemstone, Elegant Jewelry, Brand Ne",2025-11-26T05:11:19.000Z,,119.66,0,2026-04-20 13:31:22
227103528768,8-013,"Double-Strand Apatite Necklace – Natural Blue Gemstones, 925 Sterling Silver, Br",2025-11-26T05:36:06.000Z,,102.2,0,2026-04-20 13:31:22
227103544050,9-001,"COACH Women’s Tote Bag Blue Green – Magnetic Closure, Triple-Compartment, Should",2025-11-26T05:58:32.000Z,,147.86,1,2026-04-20 13:31:22
227103552555,9-002,Michael Kors Women’s Backpack White Camel Large A4 Storage Multi Pocket Used,2025-11-26T06:07:51.000Z,,129.06,0,2026-04-20 13:31:22
227103564922,9-003,FURLA Women’s Shoulder Tote Bag Black Large A4 Capacity Business Casual Used,2025-11-26T06:25:36.000Z,,79.36,0,2026-04-20 13:31:22
227103581222,9-005,Michael Kors Women Handbag Yellow 3Way Clutch Shoulder Crossbody Used,2025-11-26T06:48:58.000Z,,173.38,0,2026-04-20 13:31:22
227103588811,9-016,Kate Spade KA069 Pink White Heart Pattern Bifold Wallet with Box – Excelle,2025-11-26T06:59:49.000Z,,129.06,1,2026-04-20 13:31:22
227103600628,9-006,COLE HAAN Violet Women’s 2-Way Handbag Shoulder Bag Small Size with Strap & Dust,2025-11-26T07:09:25.000Z,,90.11,1,2026-04-20 13:31:22
227103610878,9-007,Kate Spade White Women’s 2-Way Handbag Shoulder Bag Small Size with Strap,2025-11-26T07:22:01.000Z,,110.26,0,2026-04-20 13:31:22
227103622249,9-008,K10 Gold Necklace 0.05ct Diamond Solitaire Pendant 40cm Minimalist Fine Jewelry,2025-11-26T07:34:33.000Z,,149.21,1,2026-04-20 13:31:22
227104850710,9-010,Garnet Earrings with Certificate K14WG ~0.5cm New Unused,2025-11-27T02:58:04.000Z,,182.96,0,2026-04-20 13:31:22
227104865919,9-012,Blue Chalcedony Pendant Necklace Silver 925 Double & Single Chain New Unused,2025-11-27T03:13:37.000Z,,96.82,0,2026-04-20 13:31:22
227104881846,9-013,PINKY&DIANNE Diamond Heart Necklace K10 White Gold 40cm New Unused,2025-11-27T03:32:43.000Z,,166.67,0,2026-04-20 13:31:22
